"gene.sets";"genes";"Level";"Term"
"GO:0005634";"YALI1_A08468g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C32737g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E16531g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F32167g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D02781g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B05072g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B25676g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F15218g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D27450g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E07302g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A00789g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D20706g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A09949g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A18166g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E32664g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C26167g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C21891g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14391g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E01798g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D13019g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B20870g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F12535g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B19932g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F01405g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A00601g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E04201g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F39557g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C06951g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C23818g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D24770g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B16375g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C17932g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D11937g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D04814g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F19370g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E08900g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E26525g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D27100g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A19214g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D26036g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E23292g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F18897g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F39176g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F22481g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E09539g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C23723g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B03404g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D35509g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D22313g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F11277g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14004g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E29085g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F24798g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D01890g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D05222g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A05229g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C29618g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C09451g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E20635g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A13349g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C06917g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D05594g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F09695g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F09335g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E10290g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D07427g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D23274g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B19897g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C20452g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E04544g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F30754g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D26721g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F22978g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B17968g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C31830g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B05762g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E35280g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A06672g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C18901g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14300g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A20131g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B24672g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E13579g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E29221g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B16544g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B04873g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D10135g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F27395g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C05554g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C10555g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14585g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E03941g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F01696g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E25675g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D15523g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D28087g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E18843g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C23193g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E17613g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C03774g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B15346g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C33193g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14628g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A16392g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D00449g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A19483g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B17964g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F08562g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F25792g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A04164g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E22207g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B20009g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B14238g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E38677g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E40782g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C20559g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F30520g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E11341g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E02454g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B27837g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A22539g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F29604g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F20378g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E17065g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D16206g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C26873g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F34105g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F06076g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C06770g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D26844g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E39500t";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E18514g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E10755g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E33642g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E36837g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F14900g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D13574g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F08454g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B02047g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E15659g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E17920g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E14132g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E05709g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F19268g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B10145g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C28963g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A20937g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B15996g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F15827g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B15092g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F10616g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E28599g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D22704g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B01325g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D24225g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B19576g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E23313g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C33458g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F03948g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A13100g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A08107g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F24408g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E22029g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E29046g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C21353g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D28273g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B14418g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F23664g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B14517g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E21983g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F15708g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E25671g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C12900g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F24228g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B10990g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C21487g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E26336g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B18930g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D24997g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D20886g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F28146g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A18817g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D36137g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A00447g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F27465g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F06426g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E34586g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A20611g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D06638g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C07770g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B16446g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E16974g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F27470g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A12037g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E40089g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D14224g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C31791g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C11271g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C07137g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A02461g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F35441g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C09851g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F24708g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D09404g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F10774g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C08600g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E35478g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E40422g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D15696g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C00164g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D20202g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A10143g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F29727g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C24660g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B12427g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F12969g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B26715g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B29108g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E32269g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D08360g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C12845g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F19811g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C16333g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C32106g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F31292g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E12614g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A17470g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C03821g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C06459g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D09790g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E22004g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C09489g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D36255g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E00437g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D17249g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E13818g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F11308g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A17383g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B19962g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B00280g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D17710g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B14978g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C02053g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F37892g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A04848g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B10891g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D18673g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E14910g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B00214g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F08683g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B02506g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D27995g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C06414g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C03842g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F06830g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E37198g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F00099g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D27385g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F29937g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E21962g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F30254g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F03604g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C00772g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E07744g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D03488g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E16950g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F22883g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C31243g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F04314g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D35593g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F02697g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C29926g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E02183g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F38856g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B11878g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E08530g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A20902g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C33444g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F39009g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E29665g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D24745g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D07451g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A04884g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F37770g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E19403g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A21550g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F30004g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F19635g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F39041g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A07668g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B04212g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E28033g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B16419g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E13755g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D15149g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F28550g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E18749g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F04238g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F34472g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C14543g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C19151g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F27692g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C23050g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D13496g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E14555g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E35559g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A14287g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F17988g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F35603g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D29335g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A05987g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E25211g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B29895g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F23784g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F29867g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C27369g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B01464g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D03663g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C12725g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F39603g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E09615g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D04469g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E30073g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B19044g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F06708g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D21031g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A05927g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D15114g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C31971g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C19500g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F10688g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F01346g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E25132g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E13637g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C09033g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C15465g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D07271g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E27939g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F13134g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B20192g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C24488g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F37068g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B28150g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E35023g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F23441g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F37828g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C23755g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F33345g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C02152g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D22864g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E31075g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F07361g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D35575g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D10829g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A16642g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E00115g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E16493g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A09444g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A08828g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F02794g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_B29905g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D34057g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C30614g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E19871g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F27141g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D00264g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E09779g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A19220g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E01352g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F13046g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C28228g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F28490g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A04815g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_D28003g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C31252g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_F05039g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E41647g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E02744g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C18948t";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E00412g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E03672g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_A11500g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_E15889g";"cellular_component";"nucleus"
"GO:0005634";"YALI1_C07109g";"cellular_component";"nucleus"
"GO:0005635";"YALI1_F35406g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E35027g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_B19217g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_F36259g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E23659g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_B23981g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E19508g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_D08429g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E08472g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E02317g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_D22834g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E32445g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_F28967g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_E04312g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_B01552g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_B00198g";"cellular_component";"nuclear envelope"
"GO:0005635";"YALI1_F22750g";"cellular_component";"nuclear envelope"
"GO:0005637";"YALI1_B09448g";"cellular_component";"nuclear inner membrane"
"GO:0005637";"YALI1_D11091g";"cellular_component";"nuclear inner membrane"
"GO:0005637";"YALI1_D18167g";"cellular_component";"nuclear inner membrane"
"GO:0005637";"YALI1_E14385g";"cellular_component";"nuclear inner membrane"
"GO:0005637";"YALI1_F11878g";"cellular_component";"nuclear inner membrane"
"GO:0005637";"YALI1_E07479g";"cellular_component";"nuclear inner membrane"
"GO:0005639";"YALI1_E26987g";"cellular_component";"integral component of nuclear inner membrane"
"GO:0005641";"YALI1_C04531g";"cellular_component";"nuclear envelope lumen"
"GO:0005641";"YALI1_D02362g";"cellular_component";"nuclear envelope lumen"
"GO:0005643";"YALI1_F27237g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_C30399g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_B19880g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_D09964g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_A02546g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_E27406g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_E05576g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_F33587g";"cellular_component";"nuclear pore"
"GO:0005643";"YALI1_E13765g";"cellular_component";"nuclear pore"
