"gene.sets";"genes";"Level";"Term"
"GO:0016757";"YALI1_C02086g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A10199g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F28485g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F37714g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C29104g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B13041g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E08382g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E18121g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B21313g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E37764g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B22259g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D05270g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D13201g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E25018g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C09072g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F30789g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A17622g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B20153g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F06351g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B17871g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_B22410g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F24667g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D07451g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A21509g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_A13649g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D11015g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_C03495g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_F12478g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_D35787g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E40471g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016757";"YALI1_E30725g";"molecular_function";"transferase activity, transferring glycosyl groups"
"GO:0016758";"YALI1_D34288g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_E13223g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_F36415g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_E39395g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_E26181g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_C33406g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_A17622g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_D20985g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_B21313g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_D04055g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016758";"YALI1_D23067g";"molecular_function";"transferase activity, transferring hexosyl groups"
"GO:0016763";"YALI1_D35787g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_E25995g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_E19958g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_B17871g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_C09467g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_E08382g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_F37714g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_F12478g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016763";"YALI1_B23794g";"molecular_function";"transferase activity, transferring pentosyl groups"
"GO:0016765";"YALI1_F16984g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_F08349g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_D33380g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_F31135g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_E06759g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_E05701g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_A09939g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_E39295g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_D21543g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_F26726g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016765";"YALI1_C26036g";"molecular_function";"transferase activity, transferring alkyl or aryl (other than methyl) groups"
"GO:0016772";"YALI1_E23578g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_E17431g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_E03789g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_E14925g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_C29854g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_B20634g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016772";"YALI1_F12254g";"molecular_function";"transferase activity, transferring phosphorus-containing groups"
"GO:0016773";"YALI1_F30754g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_F14583g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_B29133g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_E32908g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_B03719g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_E24028g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_F00654g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_D18408g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_E20159g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_B19576g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016773";"YALI1_E18539g";"molecular_function";"phosphotransferase activity, alcohol group as acceptor"
"GO:0016776";"YALI1_F33951g";"molecular_function";"phosphotransferase activity, phosphate group as acceptor"
"GO:0016776";"YALI1_B01136g";"molecular_function";"phosphotransferase activity, phosphate group as acceptor"
"GO:0016779";"YALI1_E18171g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C29926g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E12223g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_A02775g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_D15367g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_A08175g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C08197g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C23707g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E17431g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F38161g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C08702g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_D04680g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E11630g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_B10813g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F35714g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_D04186g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F31405g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C30964g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E31248g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_B15109g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_A20611g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_A12225g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_B21208g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_C17238g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E03535g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F18524g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E30400g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_D15181g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E14644g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_E12244g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016779";"YALI1_F12757g";"molecular_function";"nucleotidyltransferase activity"
"GO:0016780";"YALI1_F31283g";"molecular_function";"phosphotransferase activity, for other substituted phosphate groups"
"GO:0016780";"YALI1_C15420g";"molecular_function";"phosphotransferase activity, for other substituted phosphate groups"
"GO:0016780";"YALI1_D10930g";"molecular_function";"phosphotransferase activity, for other substituted phosphate groups"
"GO:0016780";"YALI1_E31498g";"molecular_function";"phosphotransferase activity, for other substituted phosphate groups"
"GO:0016780";"YALI1_F27002g";"molecular_function";"phosphotransferase activity, for other substituted phosphate groups"
"GO:0016783";"YALI1_F32387g";"molecular_function";"sulfurtransferase activity"
"GO:0016783";"YALI1_C25257g";"molecular_function";"sulfurtransferase activity"
"GO:0016783";"YALI1_E13472g";"molecular_function";"sulfurtransferase activity"
"GO:0016783";"YALI1_F30877g";"molecular_function";"sulfurtransferase activity"
"GO:0016787";"YALI1_D03647g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F23706g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B02375g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A08073g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F31001g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A19759g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A07575g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F18979g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B25603g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B10463g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A18847g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F02592g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E24735g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F28537g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E38749g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C07780g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B03979g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E30496g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F00472g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B19120g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A21311g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E19201g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D13545g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D20706g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A06099g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C13453g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B26749g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A13349g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D34078g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D02275g";"molecular_function";"hydrolase activity"
